readLength	qualityScore	positionInRead	N	ExpectedCorrect	EmpiricalCorrect
101	?	33	23281090	0.999	0.999409088673983
101	@	33	12775733	0.999206	0.999117617360349
101	A	33	10756079	0.999369	0.999400901516993
101	B	33	20546202	0.999499	0.999495825994362
101	C	33	31392051	0.999602	0.999687120085145
101	D	33	30904957	0.999684	0.999715548239559
101	E	33	43200990	0.999749	0.99975009059929
101	F	33	51080475	0.9998	0.999839122655457
101	G	33	132707370	0.999842	0.999836554744359
101	H	33	112430801	0.999874	0.999891849422072
101	I	33	318443372	0.9999	0.99990055222289
101	J	33	707253503	0.999921	0.999921746149802
101	#	34	7829726	0.369043	0.936254603160313
101	&	34	71524	0.683772	0.752125174081429
101	'	34	182966	0.748811	0.790381828367018
101	(	34	541015	0.800474	0.869901957677699
101	)	34	2969084	0.841511	0.853421468596713
101	*	34	4718932	0.874107	0.908147851574466
101	+	34	992089	0.9	0.902122680089187
101	,	34	89986	0.920567	0.977285321316649
101	-	34	174101	0.936904	0.976863977116729
101	.	34	299235	0.949881	0.989810686864839
101	/	34	217388	0.960189	0.978324454841113
101	0	34	1959704	0.968377	0.98490690678388
101	1	34	4916836	0.974881	0.988723438379885
101	2	34	1013898	0.980047	0.98952061447404
101	3	34	1850733	0.984151	0.986812251330691
101	4	34	1755685	0.987411	0.987037532316447
101	5	34	372309	0.99	0.996156419971048
101	6	34	995589	0.992057	0.993299442397414
101	7	34	772810	0.99369	0.996863401432435
101	8	34	2370073	0.994988	0.996355812269918
101	9	34	7774141	0.996019	0.996804018163423
101	:	34	8181168	0.996838	0.998679771252343
101	;	34	3510051	0.997488	0.997891763594318
101	<	34	7457147	0.998005	0.997803717493566
101	=	34	1640813	0.998415	0.998954192965317
101	>	34	4709083	0.998741	0.998583181294108
101	?	34	23909997	0.999	0.999344909934913
101	@	34	12663000	0.999206	0.999006000379847
101	A	34	9487391	0.999369	0.999281059844587
101	B	34	20935647	0.999499	0.999436611789022
101	C	34	30142081	0.999602	0.99965208772898
101	D	34	32710617	0.999684	0.999685786935692
101	E	34	40880702	0.999749	0.999730358639218
101	F	34	50582556	0.9998	0.999828042874207
101	G	34	131668860	0.999842	0.999832378509878
101	H	34	107245313	0.999874	0.999889246109758
101	I	34	312087303	0.9999	0.9999007813324
101	J	34	723164639	0.999921	0.999922900004574
101	#	35	66881	0.369043	0
101	&	35	73459	0.683772	0.750881457207423
101	'	35	194915	0.748811	0.788620690665161
101	(	35	598466	0.800474	0.869907370184772
101	)	35	2961218	0.841511	0.856798116482137
101	*	35	5014406	0.874107	0.912119802975667
101	+	35	589979	0.9	0.910939198546051
101	,	35	91784	0.920567	0.979702323411487
101	-	35	186864	0.936904	0.977341798992848
101	.	35	317382	0.949881	0.990065589327686
101	/	35	243905	0.960189	0.978963120321434
101	0	35	2171382	0.968377	0.986055440699517
101	1	35	4832882	0.974881	0.989718355408636
101	2	35	669963	0.980047	0.990297979927249
101	3	35	1879473	0.984151	0.98785137298381
101	4	35	1779868	0.987411	0.988118766607974
101	5	35	401083	0.99	0.996367341475455
101	6	35	1065402	0.992057	0.993700971505592
101	7	35	814580	0.99369	0.997161731116649
101	8	35	2411875	0.994988	0.996761011682613
101	9	35	7875675	0.996019	0.997164291913009
101	:	35	8290008	0.996838	0.99891109124792
101	;	35	3608605	0.997488	0.998025538705122
101	<	35	7025086	0.998005	0.997935113789211
101	=	35	1739326	0.998415	0.998999602747273
101	>	35	4832452	0.998741	0.998708107665219
101	?	35	24498243	0.999	0.999424449879448
101	@	35	12832611	0.999206	0.999086385840652
101	A	35	8731987	0.999369	0.999293738621692
101	B	35	21753806	0.999499	0.999468789890282
101	C	35	29446892	0.999602	0.999684047407482
101	D	35	34915828	0.999684	0.999703167365414
101	E	35	39600183	0.999749	0.999740691140289
101	F	35	50430869	0.9998	0.999833469364568
101	G	35	133600217	0.999842	0.99983700019872
101	H	35	102173638	0.999874	0.999889951604552
101	I	35	310766272	0.9999	0.999903350839255
101	J	35	725960111	0.999921	0.999923342582321
101	#	36	14818	0.369043	0
101	&	36	76962	0.683772	0.743925566643277
101	'	36	207481	0.748811	0.78914695907095
101	(	36	660154	0.800474	0.868554919965646
101	)	36	2915118	0.841511	0.854979458688809
101	*	36	5196820	0.874107	0.910125615612625
101	+	36	330319	0.9	0.917640230365194
101	,	36	94700	0.920567	0.982808844519536
101	-	36	201387	0.936904	0.97607093445952
101	.	36	339554	0.949881	0.989589283348157
101	/	36	272355	0.960189	0.978241630610781
101	0	36	2413162	0.968377	0.985697603090884
101	1	36	4629247	0.974881	0.988991095547289
101	2	36	454197	0.980047	0.988932094091327
101	3	36	1893651	0.984151	0.987650328990928
101	4	36	1796225	0.987411	0.988089461608094
101	5	36	428934	0.99	0.996454002557504
101	6	36	1133393	0.992057	0.993662408056164
101	7	36	863452	0.99369	0.997106956266245
101	8	36	2460790	0.994988	0.996762832859774
101	9	36	7950616	0.996019	0.997137968523822
101	:	36	8177015	0.996838	0.998867184893265
101	;	36	3709428	0.997488	0.99807974409855
101	<	36	6740994	0.998005	0.997867678470415
101	=	36	1859206	0.998415	0.99899901854609
101	>	36	4964323	0.998741	0.998699140012848
101	?	36	24660117	0.999	0.999436708141005
101	@	36	12977641	0.999206	0.999059293915665
101	A	36	8272566	0.999369	0.999299240181582
101	B	36	22659376	0.999499	0.999482593732634
101	C	36	28721197	0.999602	0.999678050227468
101	D	36	37138172	0.999684	0.999706379511518
101	E	36	38193370	0.999749	0.999737649397263
101	F	36	50514275	0.9998	0.999836742814283
101	G	36	135220059	0.999842	0.999837626370567
101	H	36	98943484	0.999874	0.999891038775914
101	I	36	311821455	0.9999	0.999902242600228
101	J	36	724969956	0.999921	0.99992510925495
101	#	37	769	0.369043	0
101	&	37	79261	0.683772	0.739216028677409
101	'	37	216720	0.748811	0.784731457784238
101	(	37	720386	0.800474	0.870436121103132
101	)	37	2778277	0.841511	0.858367234022021
101	*	37	5123072	0.874107	0.915243243979784
101	+	37	181332	0.9	0.935284443181567
101	,	37	101533	0.920567	0.984763550648556
101	-	37	218214	0.936904	0.978278191293867
101	.	37	370198	0.949881	0.991088547482698
101	/	37	306263	0.960189	0.980699579586825
101	0	37	2635992	0.968377	0.987718473473363
101	1	37	4315196	0.974881	0.990773758958574
101	2	37	348937	0.980047	0.989212946933113
101	3	37	1928277	0.984151	0.988037495594255
101	4	37	1829105	0.987411	0.988353324658781
101	5	37	468727	0.99	0.996541697764372
101	6	37	1207932	0.992057	0.993959934013669
101	7	37	927408	0.99369	0.997285978189751
101	8	37	2558198	0.994988	0.997085452440742
101	9	37	8105949	0.996019	0.997258324683883
101	:	37	8152973	0.996838	0.998962834927946
101	;	37	3845270	0.997488	0.998107811196094
101	<	37	6664127	0.998005	0.997868140621571
101	=	37	2016753	0.998415	0.999072280252466
101	>	37	5121466	0.998741	0.998727900328148
101	?	37	25162475	0.999	0.999436215303463
101	@	37	13236570	0.999206	0.999070288418223
101	A	37	8151691	0.999369	0.999270583048351
101	B	37	23886272	0.999499	0.999476868514099
101	C	37	28364773	0.999602	0.999670393156292
101	D	37	39663715	0.999684	0.999709482905471
101	E	37	37007544	0.999749	0.999741314729748
101	F	37	51242195	0.9998	0.999838123983156
101	G	37	137293556	0.999842	0.999843261448032
101	H	37	97788175	0.999874	0.999892977822717
101	I	37	313415864	0.9999	0.999904469888382
101	J	37	717831671	0.999921	0.999925964622653
101	#	38	752	0.369043	0
101	&	38	82050	0.683772	0.736368079012798
101	'	38	234674	0.748811	0.783815007695782
101	(	38	799104	0.800474	0.869198500719556
101	)	38	2761822	0.841511	0.858266762390914
101	*	38	5200886	0.874107	0.915657828381741
101	+	38	123546	0.9	0.952843440467518
101	,	38	107407	0.920567	0.98502889202752
101	-	38	233403	0.936904	0.977609537289579
101	.	38	399962	0.949881	0.991301669308583
101	/	38	346710	0.960189	0.980871617040177
101	0	38	2837344	0.968377	0.987539394043163
101	1	38	3890868	0.974881	0.990479761860592
101	2	38	319398	0.980047	0.987770730972016
101	3	38	1951196	0.984151	0.988189307171089
101	4	38	1851272	0.987411	0.988550573375496
101	5	38	505532	0.99	0.99663917246386
101	6	38	1197777	0.992057	0.994277730498249
101	7	38	977826	0.99369	0.997356397076782
101	8	38	2757374	0.994988	0.996978655431219
101	9	38	8254587	0.996019	0.997282356888236
101	:	38	7740750	0.996838	0.9989539743614
101	;	38	3979948	0.997488	0.998180378384341
101	<	38	6661782	0.998005	0.997870522412772
101	=	38	2185373	0.998415	0.999100382532868
101	>	38	5268319	0.998741	0.998777598653193
101	?	38	24998358	0.999	0.99943617373105
101	@	38	13456789	0.999206	0.999073273207004
101	A	38	8222319	0.999369	0.999278799046351
101	B	38	25117791	0.999499	0.999486641917755
101	C	38	27660273	0.999602	0.999666491537629
101	D	38	41978702	0.999684	0.999711004464811
101	E	38	35718208	0.999749	0.999731815680759
101	F	38	51665684	0.9998	0.999840392447703
101	G	38	131924126	0.999842	0.9998383985727
101	H	38	104127032	0.999874	0.999895140707064
101	I	38	315363414	0.9999	0.999904654087962
101	J	38	711757127	0.999921	0.999926190459058
101	#	39	21307	0.369043	0
101	&	39	85742	0.683772	0.731251897039956
101	'	39	256363	0.748811	0.781657272714861
101	(	39	884003	0.800474	0.868466482367141
101	)	39	2713585	0.841511	0.858232562215666
101	*	39	5177942	0.874107	0.915092890631452
101	+	39	106092	0.9	0.965256541831617
101	,	39	114848	0.920567	0.985850840502228
101	-	39	255410	0.936904	0.977722072005794
101	.	39	439729	0.949881	0.991080856543462
101	/	39	392792	0.960189	0.981534748248435
101	0	39	3099666	0.968377	0.987641250492471
101	1	39	3489004	0.974881	0.989931795359076
101	2	39	334603	0.980047	0.987734714748523
101	3	39	1960764	0.984151	0.988014370424487
101	4	39	1862486	0.987411	0.988441782498231
101	5	39	551465	0.99	0.996837524455768
101	6	39	1260367	0.992057	0.99406126498393
101	7	39	1050449	0.99369	0.997377316414219
101	8	39	2883645	0.994988	0.997049218602498
101	9	39	8358502	0.996019	0.99735432122311
101	:	39	7416081	0.996838	0.99893743793737
101	;	39	4100673	0.997488	0.998248570404663
101	<	39	6640683	0.998005	0.997887863284544
101	=	39	2382075	0.998415	0.999165008597967
101	>	39	5348073	0.998741	0.998762755120583
101	?	39	24965680	0.999	0.999431589703825
101	@	39	13601201	0.999206	0.999078000212774
101	A	39	8333433	0.999369	0.999287082623812
101	B	39	26380517	0.999499	0.999512330669335
101	C	39	26948632	0.999602	0.999668634969857
101	D	39	44171958	0.999684	0.999717425377702
101	E	39	34402038	0.999749	0.999732895568163
101	F	39	52391234	0.9998	0.999844627093819
101	G	39	133142588	0.999842	0.999843520372964
101	H	39	104435748	0.999874	0.999894962100152
101	I	39	317349600	0.9999	0.999905296934982
101	J	39	704712184	0.999921	0.999927333561578
101	#	40	22133	0.369043	0
101	&	40	90380	0.683772	0.729077233491923
101	'	40	280123	0.748811	0.780285810483251
101	(	40	973531	0.800474	0.868271267769594
101	)	40	2662324	0.841511	0.861525124419866
101	*	40	5100500	0.874107	0.916960299389864
101	+	40	104349	0.9	0.972390681242753
101	,	40	125297	0.920567	0.986360397742962
101	-	40	281837	0.936904	0.978856548618526
101	.	40	490490	0.949881	0.991755167189953
101	/	40	452325	0.960189	0.98268942070635
101	0	40	3368548	0.968377	0.988774366632449
101	1	40	3080779	0.974881	0.990718897011114
101	2	40	365366	0.980047	0.987790329513419
101	3	40	1978996	0.984151	0.988259687326302
101	4	40	1871523	0.987411	0.988664302154449
101	5	40	601724	0.99	0.996983669514596
101	6	40	1329042	0.992057	0.9944998069128
101	7	40	1131300	0.99369	0.997579760278441
101	8	40	3051376	0.994988	0.997238616487447
101	9	40	8493162	0.996019	0.997401303347328
101	:	40	7031981	0.996838	0.998952092455456
101	;	40	4266317	0.997488	0.998248600894402
101	<	40	6679951	0.998005	0.997885911952648
101	=	40	2616900	0.998415	0.999219662943559
101	>	40	5481344	0.998741	0.998803759406088
101	?	40	24771882	0.999	0.999443812984376
101	@	40	13845263	0.999206	0.999085251984956
101	A	40	8549218	0.999369	0.999304267127826
101	B	40	27741075	0.999499	0.999523235877557
101	C	40	26262607	0.999602	0.999675900306432
101	D	40	46071769	0.999684	0.99972945168576
101	E	40	33512610	0.999749	0.999741434108415
101	F	40	52909553	0.9998	0.999847514844135
101	G	40	134325303	0.999842	0.999846222635544
101	H	40	103908455	0.999874	0.99989986281147
101	I	40	318778428	0.9999	0.999907207480034
101	J	40	698756860	0.999921	0.99992817648267
101	#	41	16993	0.369043	0
101	&	41	95978	0.683772	0.728302335378941
101	'	41	306630	0.748811	0.780970560988814
101	(	41	1077726	0.800474	0.867602710971991
101	)	41	2649207	0.841511	0.863393087281967
101	*	41	5090994	0.874107	0.917653026234759
101	+	41	109405	0.9	0.97640872406197
101	,	41	135637	0.920567	0.987591871878617
101	-	41	312526	0.936904	0.979736065335363
101	.	41	548765	0.949881	0.991941897621021
101	/	41	516431	0.960189	0.982921226926733
101	0	41	3648935	0.968377	0.989100936826224
101	1	41	2688294	0.974881	0.990527433059777
101	2	41	400670	0.980047	0.988067477884542
101	3	41	2015511	0.984151	0.988754221731363
101	4	41	1911810	0.987411	0.98900148797527
101	5	41	662443	0.99	0.997015588367602
101	6	41	1398439	0.992057	0.994538907386736
101	7	41	1230146	0.99369	0.997697019698474
101	8	41	3267418	0.994988	0.997412941778799
101	9	41	8725440	0.996019	0.997532365967102
101	:	41	6658798	0.996838	0.998944713483424
101	;	41	4468270	0.997488	0.998331566055542
101	<	41	6781297	0.998005	0.997969266144956
101	=	41	2914685	0.998415	0.999224944680815
101	>	41	5640841	0.998741	0.998842723169116
101	?	41	24717700	0.999	0.999458440019742
101	@	41	14190314	0.999206	0.999111571737808
101	A	41	8833176	0.999369	0.999336472523473
101	B	41	29244065	0.999499	0.999541576196674
101	C	41	25767451	0.999602	0.999674090374286
101	D	41	47798489	0.999684	0.999731239274467
101	E	41	33035739	0.999749	0.999742872515216
101	F	41	53680585	0.9998	0.999850844449592
101	G	41	135804851	0.999842	0.999848213055451
101	H	41	103743234	0.999874	0.999895564102619
101	I	41	319880435	0.9999	0.999908497523226
101	J	41	690722319	0.999921	0.999928885763602
101	#	42	36181	0.369043	0
101	&	42	102530	0.683772	0.72425633696479
101	'	42	333457	0.748811	0.777212676420048
101	(	42	1178741	0.800474	0.866924965083086
101	)	42	2606432	0.841511	0.864834759738217
101	*	42	5007895	0.874107	0.917034801246833
101	+	42	113904	0.9	0.97922811852086
101	,	42	145931	0.920567	0.987740780540117
101	-	42	345215	0.936904	0.979166575085091
101	.	42	611649	0.949881	0.992145804860304
101	/	42	584370	0.960189	0.983715802488149
101	0	42	3869167	0.968377	0.989004867381792
101	1	42	2280404	0.974881	0.989637366394288
101	2	42	435715	0.980047	0.987700683692321
101	3	42	2035597	0.984151	0.988837656499297
101	4	42	1927490	0.987411	0.988957650961093
101	5	42	727630	0.99	0.997225238079793
101	6	42	1453150	0.992057	0.994614445684892
101	7	42	1340850	0.99369	0.997729781276057
101	8	42	3491329	0.994988	0.997458841881416
101	9	42	8874025	0.996019	0.997602658551786
101	:	42	6231741	0.996838	0.998924046533705
101	;	42	4662260	0.997488	0.998360019371935
101	<	42	6828628	0.998005	0.997960799336118
101	=	42	3240182	0.998415	0.999300652595131
101	>	42	5782323	0.998741	0.998868097415001
101	?	42	24517143	0.999	0.999456631801388
101	@	42	14494715	0.999206	0.999128097046267
101	A	42	9097437	0.999369	0.999327172557722
101	B	42	30668249	0.999499	0.999552797302251
101	C	42	25275728	0.999602	0.999674982012506
101	D	42	49105286	0.999684	0.999734691936281
101	E	42	32830932	0.999749	0.999743383312481
101	F	42	54480175	0.9998	0.999847881254641
101	G	42	137010852	0.999842	0.999847896464054
101	H	42	103864717	0.999874	0.999900373702199
101	I	42	321094127	0.9999	0.99990926501728
101	J	42	683309733	0.999921	0.999929930730183
101	#	43	30785	0.369043	0
101	&	43	111349	0.683772	0.723383243989618
101	'	43	368224	0.748811	0.77357261841705
101	(	43	1305508	0.800474	0.866603651893363
101	)	43	2603498	0.841511	0.867830527714637
101	*	43	4991986	0.874107	0.917611749309792
101	+	43	122374	0.9	0.981262326082337
101	,	43	158502	0.920567	0.988075829503727
101	-	43	383331	0.936904	0.980113784974343
101	.	43	688093	0.949881	0.992176927410975
101	/	43	667796	0.960189	0.984135855514261
101	0	43	4106153	0.968377	0.989375448294303
101	1	43	1915411	0.974881	0.989582414608143
101	2	43	484661	0.980047	0.987762567099477
101	3	43	2078392	0.984151	0.989149306792944
101	4	43	1980698	0.987411	0.989083135163461
101	5	43	802993	0.99	0.997349914107595
101	6	43	1514395	0.992057	0.994666510072999
101	7	43	1462566	0.99369	0.997743705155872
101	8	43	3782024	0.994988	0.997603405748087
101	9	43	9134787	0.996019	0.997646668274039
101	:	43	5807486	0.996838	0.998884717043312
101	;	43	4909589	0.997488	0.998377258319789
101	<	43	6947306	0.998005	0.998027001013919
101	=	43	3633504	0.998415	0.999342511706606
101	>	43	5967874	0.998741	0.998901296039091
101	?	43	24463744	0.999	0.999469657005936
101	@	43	14920733	0.999206	0.99914742977272
101	A	43	9440058	0.999369	0.999368334971565
101	B	43	32233314	0.999499	0.999567698253087
101	C	43	25051297	0.999602	0.999681849841348
101	D	43	50319805	0.999684	0.999742167038108
101	E	43	33207135	0.999749	0.999749427050751
101	F	43	55523318	0.9998	0.999855426306474
101	G	43	138952328	0.999842	0.999851034450109
101	H	43	103950069	0.999874	0.999901865423244
101	I	43	322227939	0.9999	0.999911074693828
101	J	43	673021064	0.999921	0.999930884827196
101	#	44	14256	0.369043	0
101	&	44	109284	0.683772	0.736878229502945
101	'	44	373438	0.748811	0.785003160023887
101	(	44	1347524	0.800474	0.869846483175069
101	)	44	2503435	0.841511	0.875173500005792
101	*	44	4786414	0.874107	0.918588943693546
101	+	44	131635	0.9	0.983978412428305
101	,	44	171355	0.920567	0.98962386005077
101	-	44	403060	0.936904	0.982734544742718
101	.	44	766468	0.949881	0.992812475730233
101	/	44	724922	0.960189	0.986277115515877
101	0	44	4225567	0.968377	0.990480559640161
101	1	44	1515284	0.974881	0.989724695570599
101	2	44	512677	0.980047	0.988185532060146
101	3	44	1952861	0.984151	0.989484655849546
101	4	44	1935326	0.987411	0.98910933181593
101	5	44	1155425	0.99	0.996101009856114
101	6	44	1305165	0.992057	0.994678805495091
101	7	44	1546541	0.99369	0.998031091365183
101	8	44	4145637	0.994988	0.997723128240123
101	9	44	9201430	0.996019	0.997683960459298
101	:	44	5437882	0.996838	0.998903259449911
101	;	44	5070300	0.997488	0.998461243745538
101	<	44	6837100	0.998005	0.998025484588788
101	=	44	4038220	0.998415	0.999369023964766
101	>	44	5932207	0.998741	0.998925867929929
101	?	44	24245460	0.999	0.999470447541354
101	@	44	15022173	0.999206	0.999167498616743
101	A	44	9546476	0.999369	0.999372023876141
101	B	44	33376443	0.999499	0.999578457801357
101	C	44	24356845	0.999602	0.999683693416739
101	D	44	51028133	0.999684	0.999750463095387
101	E	44	32732381	0.999749	0.999746921011306
101	F	44	56473994	0.9998	0.999852750239642
101	G	44	137569270	0.999842	0.999852142942694
101	H	44	102998334	0.999874	0.99990076907448
101	I	44	324047918	0.9999	0.999912359634513
101	J	44	670982105	0.999921	0.999931205738855
101	#	45	15699	0.369043	0
101	&	45	115954	0.683772	0.728340547165257
101	'	45	405138	0.748811	0.782007623283917
101	(	45	1472000	0.800474	0.868006782007472
101	)	45	2507620	0.841511	0.877645736202056
101	*	45	4719460	0.874107	0.917813916260757
101	+	45	137557	0.9	0.984290140712576
101	,	45	176688	0.920567	0.988776802697409
101	-	45	427507	0.936904	0.982269296741337
101	.	45	845566	0.949881	0.992691289823622
101	/	45	810678	0.960189	0.986009247627295
101	0	45	4270613	0.968377	0.990311693138901
101	1	45	1198589	0.974881	0.98849145965965
101	2	45	553569	0.980047	0.987947301926228
101	3	45	1973394	0.984151	0.989591028761109
101	4	45	1961915	0.987411	0.989090763387303
101	5	45	1223553	0.99	0.996293595357128
101	6	45	1328381	0.992057	0.994747745911001
101	7	45	1652925	0.99369	0.998014425557723
101	8	45	4447855	0.994988	0.997760475252453
101	9	45	9328156	0.996019	0.997779191689867
101	:	45	4880021	0.996838	0.998833014662028
101	;	45	5277651	0.997488	0.998513908324364
101	<	45	6879498	0.998005	0.998023993950575
101	=	45	4457088	0.998415	0.999370668974898
101	>	45	6087802	0.998741	0.99892160903114
101	?	45	23660918	0.999	0.99947147761228
101	@	45	15364466	0.999206	0.999188525021241
101	A	45	9865407	0.999369	0.999380852816514
101	B	45	34276156	0.999499	0.999584775463707
101	C	45	24228495	0.999602	0.999680280594275
101	D	45	51513107	0.999684	0.999752051144111
101	E	45	33386013	0.999749	0.999748607181517
101	F	45	57062223	0.9998	0.999857546220762
101	G	45	137786138	0.999842	0.999851985763242
101	H	45	102563415	0.999874	0.999900645011957
101	I	45	322719806	0.9999	0.999912120748545
101	J	45	668181114	0.999921	0.999931898133313
101	#	46	8472	0.369043	0
101	&	46	117986	0.683772	0.726959112962554
101	'	46	429806	0.748811	0.782964892605036
101	(	46	1559131	0.800474	0.867975169709281
101	)	46	2482100	0.841511	0.881438712582087
101	*	46	4592927	0.874107	0.915612848755706
101	+	46	145382	0.9	0.984454736267212
101	,	46	187427	0.920567	0.988848964450156
101	-	46	460186	0.936904	0.981770422726899
101	.	46	938385	0.949881	0.992170587236582
101	/	46	895948	0.960189	0.98624473367874
101	0	46	4265467	0.968377	0.989913634071254
101	1	46	931088	0.974881	0.987132247415927
101	2	46	588409	0.980047	0.987865573813451
101	3	46	1972037	0.984151	0.989575248496352
101	4	46	1953772	0.987411	0.988785792747568
101	5	46	1305950	0.99	0.996229569908495
101	6	46	1337109	0.992057	0.994922616973635
101	7	46	1765584	0.99369	0.997988739119182
101	8	46	4749038	0.994988	0.99777533283983
101	9	46	9350631	0.996019	0.99777191039225
101	:	46	4336991	0.996838	0.998813908150834
101	;	46	5472083	0.997488	0.998500394803404
101	<	46	6827069	0.998005	0.998025659550094
101	=	46	4925458	0.998415	0.999392736343098
101	>	46	6151254	0.998741	0.998913867663244
101	?	46	23028315	0.999	0.999470512636379
101	@	46	15587553	0.999206	0.999191347348168
101	A	46	10092207	0.999369	0.999410036408886
101	B	46	34895335	0.999499	0.999589972944148
101	C	46	24120480	0.999602	0.999674011899264
101	D	46	51873080	0.999684	0.999753414284076
101	E	46	33698157	0.999749	0.999752823692227
101	F	46	57791661	0.9998	0.999854333890369
101	G	46	136365564	0.999842	0.99985227972988
101	H	46	103663812	0.999874	0.999903694794658
101	I	46	320299001	0.9999	0.999912223141477
101	J	46	667812831	0.999921	0.999932967583234
101	#	47	63048	0.369043	0
101	&	47	119399	0.683772	0.736069848859706
101	'	47	446999	0.748811	0.787361945787353
101	(	47	1639597	0.800474	0.868962320004246
101	)	47	2469902	0.841511	0.886329499252196
101	*	47	4427208	0.874107	0.91600123593922
101	+	47	153603	0.9	0.984915651797163
101	,	47	196509	0.920567	0.988789316692873
101	-	47	488424	0.936904	0.982754714966912
101	.	47	1042726	0.949881	0.992093777886041
101	/	47	989564	0.960189	0.986679990115849
101	0	47	4215732	0.968377	0.990174896878881
101	1	47	725256	0.974881	0.985993908957662
101	2	47	616775	0.980047	0.987786459519274
101	3	47	1974482	0.984151	0.990173124166742
101	4	47	1944744	0.987411	0.988796465494688
101	5	47	1386486	0.99	0.996437014601663
101	6	47	1344325	0.992057	0.995091206736466
101	7	47	1891870	0.99369	0.998014131930313
101	8	47	5080740	0.994988	0.997905429614978
101	9	47	9365720	0.996019	0.997825468918247
101	:	47	3828966	0.996838	0.998751874036751
101	;	47	5666168	0.997488	0.99854010029565
101	<	47	6765277	0.998005	0.997999054000745
101	=	47	5451962	0.998415	0.999430671789714
101	>	47	6208744	0.998741	0.998921024935798
101	?	47	22437219	0.999	0.999462001553224
101	@	47	15830403	0.999206	0.999208279954464
101	A	47	10326726	0.999369	0.99941014351044
101	B	47	35331898	0.999499	0.999594844197529
101	C	47	24281408	0.999602	0.999679712363344
101	D	47	52373224	0.999684	0.99975650970114
101	E	47	34152475	0.999749	0.999757963717594
101	F	47	58558926	0.9998	0.999860492505395
101	G	47	134732300	0.999842	0.999851310153875
101	H	47	104550868	0.999874	0.999902802702279
101	I	47	316725520	0.9999	0.99991284601606
101	J	47	668335107	0.999921	0.999932895060456
101	#	48	932	0.369043	0
101	&	48	125235	0.683772	0.727001251024074
101	'	48	478630	0.748811	0.784112996276873
101	(	48	1748328	0.800474	0.868754031320782
101	)	48	2466951	0.841511	0.892713722243773
101	*	48	4223041	0.874107	0.917615286899889
101	+	48	159720	0.9	0.985825182957675
101	,	48	208647	0.920567	0.989369597602648
101	-	48	548548	0.936904	0.983733392330299
101	.	48	1163234	0.949881	0.992636045267763
101	/	48	1093692	0.960189	0.987501042848444
101	0	48	4115163	0.968377	0.990802058256015
101	1	48	576383	0.974881	0.98487986774766
101	2	48	649538	0.980047	0.988170036017907
101	3	48	1987059	0.984151	0.990525174936426
101	4	48	1948294	0.987411	0.989006262927977
101	5	48	1469385	0.99	0.996694524109065
101	6	48	1355861	0.992057	0.995273125791656
101	7	48	2019969	0.99369	0.998141570742917
101	8	48	4868268	0.994988	0.997918160092047
101	9	48	9776513	0.996019	0.997967383659183
101	:	48	3268048	0.996838	0.998751835876034
101	;	48	5912890	0.997488	0.998594593547996
101	<	48	6921980	0.998005	0.998045377181239
101	=	48	6025300	0.998415	0.999462449192736
101	>	48	6377816	0.998741	0.998961094242449
101	?	48	21659611	0.999	0.999485494486491
101	@	48	16229365	0.999206	0.999234723855862
101	A	48	10705368	0.999369	0.999437271438778
101	B	48	35489835	0.999499	0.999597780510644
101	C	48	24816845	0.999602	0.999683414181576
101	D	48	50831783	0.999684	0.999756927417046
101	E	48	36856386	0.999749	0.999762991398968
101	F	48	59900533	0.9998	0.999863822262433
101	G	48	118775317	0.999842	0.999850706606912
101	H	48	119523225	0.999874	0.999900245066086
101	I	48	314577016	0.9999	0.999913508595779
101	J	48	666446626	0.999921	0.999932916867419
101	#	49	10729	0.369043	0
101	&	49	136487	0.683772	0.727160830679846
101	'	49	524135	0.748811	0.774775593751609
101	(	49	1915058	0.800474	0.864995738226205
101	)	49	2586230	0.841511	0.893391142650498
101	*	49	4174423	0.874107	0.914722352402715
101	+	49	171954	0.9	0.985240224205309
101	,	49	221941	0.920567	0.988956526126311
101	-	49	565643	0.936904	0.982236141511519
101	.	49	1285610	0.949881	0.992226256664929
101	/	49	1198355	0.960189	0.986859476913769
101	0	49	3859922	0.968377	0.990000038535235
101	1	49	481374	0.974881	0.982286117104372
101	2	49	694333	0.980047	0.987638480527356
101	3	49	2060152	0.984151	0.990433232801754
101	4	49	2021590	0.987411	0.989002218805495
101	5	49	1593994	0.99	0.996715792307877
101	6	49	1382400	0.992057	0.995217019568866
101	7	49	2208526	0.99369	0.998058426091882
101	8	49	5267908	0.994988	0.997823811312004
101	9	49	9867906	0.996019	0.997967754076396
101	:	49	2809200	0.996838	0.99868503117578
101	;	49	6263512	0.997488	0.998609554215271
101	<	49	7038114	0.998005	0.998052752945035
101	=	49	6753563	0.998415	0.999469155872832
101	>	49	6630290	0.998741	0.999002293448853
101	?	49	21206880	0.999	0.999476824333802
101	@	49	16849228	0.999206	0.999243519704523
101	A	49	11187767	0.999369	0.999459506756979
101	B	49	35919332	0.999499	0.999604605720757
101	C	49	25987965	0.999602	0.999700678357462
101	D	49	51845173	0.999684	0.99976340425314
101	E	49	38144704	0.999749	0.999771717846204
101	F	49	61173592	0.9998	0.999867887875784
101	G	49	119171284	0.999842	0.999851889106262
101	H	49	120074165	0.999874	0.999899933991245
101	I	49	312418264	0.9999	0.999913460553166
101	J	49	658736890	0.999921	0.999934186665199
