readLength	qualityScore	positionInRead	N	ExpectedCorrect	EmpiricalCorrect
101	6	17	305268	0.992057	0.991001334951582
101	7	17	219470	0.99369	0.994956038160112
101	8	17	761621	0.994988	0.994805818678846
101	9	17	1840489	0.996019	0.99542132997372
101	:	17	6963329	0.996838	0.99723938135409
101	;	17	2411512	0.997488	0.997742504563113
101	<	17	13947778	0.998005	0.998517462858314
101	=	17	688286	0.998415	0.99850354217433
101	>	17	4036386	0.998741	0.998513277768777
101	?	17	9265731	0.999	0.999106468522234
101	@	17	10765287	0.999206	0.998986193635711
101	A	17	19984873	0.999369	0.999485815949996
101	B	17	24310049	0.999499	0.999467247195511
101	C	17	20758903	0.999602	0.999702979410185
101	D	17	15088614	0.999684	0.999642254722403
101	E	17	50119913	0.999749	0.999723611334861
101	F	17	44838001	0.9998	0.999799940428546
101	G	17	125603785	0.999842	0.999796967627464
101	H	17	93750199	0.999874	0.999856916208809
101	I	17	284298797	0.9999	0.999869140421448
101	J	17	815885616	0.999921	0.999890773433884
101	#	18	3229658	0.369043	0.867583804169667
101	&	18	12503	0.683772	0.733504005678637
101	'	18	46174	0.748811	0.825031408325033
101	(	18	62993	0.800474	0.862079928468244
101	)	18	793420	0.841511	0.835510800185274
101	*	18	168622	0.874107	0.900855178262623
101	+	18	4459600	0.9	0.893147366473898
101	,	18	1574517	0.920567	0.922341879794883
101	-	18	26883	0.936904	0.969646207938104
101	.	18	40993	0.949881	0.974483429244018
101	/	18	39966	0.960189	0.969173764499825
101	0	18	184086	0.968377	0.979161906103668
101	1	18	800168	0.974881	0.979085638879587
101	2	18	372350	0.980047	0.989472258205989
101	3	18	6737708	0.984151	0.989844029954548
101	4	18	1607124	0.987411	0.987259845644145
101	5	18	47937	0.99	0.994158990466654
101	6	18	327095	0.992057	0.990623514654763
101	7	18	244356	0.99369	0.995199619776062
101	8	18	824301	0.994988	0.995118296878203
101	9	18	2004325	0.996019	0.99551370512417
101	:	18	6920896	0.996838	0.997248180357716
101	;	18	2467040	0.997488	0.997691980633067
101	<	18	13921880	0.998005	0.998523906869619
101	=	18	737270	0.998415	0.998517502339713
101	>	18	4171729	0.998741	0.998532969923502
101	?	18	9434583	0.999	0.999105211562291
101	@	18	10959593	0.999206	0.998998861873793
101	A	18	19965775	0.999369	0.999481160480474
101	B	18	15505460	0.999499	0.999457414602277
101	C	18	29854682	0.999602	0.999632179160039
101	D	18	15894530	0.999684	0.999662967009026
101	E	18	41806500	0.999749	0.999701267111239
101	F	18	43567506	0.9998	0.999801151812638
101	G	18	98571909	0.999842	0.999786693949116
101	H	18	109346506	0.999874	0.999854029201445
101	I	18	296905549	0.9999	0.999871255313722
101	J	18	822196166	0.999921	0.999894925693338
101	#	19	3580977	0.369043	0.856314348647311
101	&	19	13306	0.683772	0.732301278070044
101	'	19	53946	0.748811	0.81924518679791
101	(	19	75137	0.800474	0.862797294262481
101	)	19	839803	0.841511	0.838506170968667
101	*	19	209115	0.874107	0.904698373153529
101	+	19	4430101	0.9	0.894736497259091
101	,	19	1544641	0.920567	0.925095845869687
101	-	19	30883	0.936904	0.970792966615938
101	.	19	51206	0.949881	0.976350394270204
101	/	19	45433	0.960189	0.970153843439792
101	0	19	208476	0.968377	0.979858580426523
101	1	19	871846	0.974881	0.980173089184329
101	2	19	502894	0.980047	0.990683927949032
101	3	19	6544130	0.984151	0.990443035919059
101	4	19	1646509	0.987411	0.987498408777602
101	5	19	57918	0.99	0.994785718153251
101	6	19	355424	0.992057	0.991075425944787
101	7	19	264799	0.99369	0.994947119154527
101	8	19	915348	0.994988	0.995223647349424
101	9	19	2184751	0.996019	0.995800904283371
101	:	19	6905201	0.996838	0.997334464047318
101	;	19	2559507	0.997488	0.997742155441263
101	<	19	13945755	0.998005	0.998551593371172
101	=	19	771180	0.998415	0.998541215865297
101	>	19	4261866	0.998741	0.998542900296021
101	?	19	9763917	0.999	0.99912453219082
101	@	19	11127749	0.999206	0.998996923283676
101	A	19	20009925	0.999369	0.999488111596521
101	B	19	15879212	0.999499	0.999480574199968
101	C	19	30187200	0.999602	0.999646424694572
101	D	19	16376752	0.999684	0.999664157482142
101	E	19	42472105	0.999749	0.999712972121348
101	F	19	44353057	0.9998	0.999805896545824
101	G	19	100781196	0.999842	0.99979314136125
101	H	19	112172215	0.999874	0.999860640676641
101	I	19	300336593	0.9999	0.999876412748004
101	J	19	809556859	0.999921	0.999897817260895
101	#	20	3881673	0.369043	0.855656048248267
101	&	20	14490	0.683772	0.711663277984817
101	'	20	63249	0.748811	0.814368620942625
101	(	20	90929	0.800474	0.861012430764662
101	)	20	914552	0.841511	0.83489619800405
101	*	20	267256	0.874107	0.90580942104574
101	+	20	4500270	0.9	0.892498660740799
101	,	20	1548431	0.920567	0.923357909040828
101	-	20	37489	0.936904	0.967803871082186
101	.	20	61556	0.949881	0.978279906475405
101	/	20	53133	0.960189	0.969322256582539
101	0	20	239172	0.968377	0.980072890848427
101	1	20	965437	0.974881	0.979896147768316
101	2	20	671668	0.980047	0.989908691749497
101	3	20	6328377	0.984151	0.989829310623878
101	4	20	1699391	0.987411	0.987628503094932
101	5	20	68994	0.99	0.994434286140824
101	6	20	395825	0.992057	0.990667595760753
101	7	20	293868	0.99369	0.994834422172539
101	8	20	1014615	0.994988	0.995181415247163
101	9	20	2429976	0.996019	0.995879802550314
101	:	20	6832464	0.996838	0.997300098763491
101	;	20	2632466	0.997488	0.997727982482966
101	<	20	13868871	0.998005	0.998533695585242
101	=	20	843917	0.998415	0.998547251682334
101	>	20	4376149	0.998741	0.998581162358503
101	?	20	10046548	0.999	0.999120605130738
101	@	20	11316737	0.999206	0.999028053885231
101	A	20	19893831	0.999369	0.999494224191861
101	B	20	16140161	0.999499	0.999489913775271
101	C	20	30496660	0.999602	0.999649332001571
101	D	20	16910338	0.999684	0.999669855826299
101	E	20	43071854	0.999749	0.999712561776329
101	F	20	45144746	0.9998	0.99980846101936
101	G	20	102997698	0.999842	0.999797580401341
101	H	20	115537705	0.999874	0.999864563297021
101	I	20	303939958	0.9999	0.99987896754008
101	J	20	796300102	0.999921	0.999900912915915
101	#	21	4391067	0.369043	0.820895929898815
101	&	21	15867	0.683772	0.717905126425916
101	'	21	71291	0.748811	0.809204526714452
101	(	21	108534	0.800474	0.859527904131426
101	)	21	992632	0.841511	0.83563494832526
101	*	21	341515	0.874107	0.907977693515658
101	+	21	4549617	0.9	0.891493293430635
101	,	21	1531634	0.920567	0.923785319415081
101	-	21	41891	0.936904	0.970805156262683
101	.	21	73066	0.949881	0.980839195111268
101	/	21	60425	0.960189	0.968820829292512
101	0	21	274059	0.968377	0.980336334201758
101	1	21	1071899	0.974881	0.9798162088527
101	2	21	876845	0.980047	0.98980548731988
101	3	21	6061878	0.984151	0.989338793970284
101	4	21	1735818	0.987411	0.988050012658585
101	5	21	84786	0.99	0.994138174663268
101	6	21	424740	0.992057	0.990601293513678
101	7	21	319627	0.99369	0.995188145034683
101	8	21	1136122	0.994988	0.995494337951384
101	9	21	2721546	0.996019	0.996076850134444
101	:	21	6740871	0.996838	0.997328543753026
101	;	21	2711996	0.997488	0.997706475806379
101	<	21	13872886	0.998005	0.998570894960717
101	=	21	899034	0.998415	0.998579585738694
101	>	21	4476186	0.998741	0.998585182931852
101	?	21	10432267	0.999	0.999133285474
101	@	21	11492142	0.999206	0.999046298953582
101	A	21	19900161	0.999369	0.99950467313385
101	B	21	16415192	0.999499	0.999476888025678
101	C	21	30939881	0.999602	0.999651884471243
101	D	21	17512444	0.999684	0.999674803580642
101	E	21	43724871	0.999749	0.999717095734096
101	F	21	46121000	0.9998	0.999808291063832
101	G	21	105424830	0.999842	0.999801792114334
101	H	21	119891448	0.999874	0.999864773758494
101	I	21	307291650	0.9999	0.999882005146031
101	J	21	781157570	0.999921	0.999903488962512
101	#	22	4595804	0.369043	0.853369963634872
101	&	22	26169	0.683772	0.772440693530513
101	'	22	69621	0.748811	0.79859526158774
101	(	22	128522	0.800474	0.859253668609266
101	)	22	1096974	0.841511	0.837856687874097
101	*	22	439368	0.874107	0.908682457620947
101	+	22	4611675	0.9	0.890849198156201
101	,	22	1491692	0.920567	0.92227149443652
101	-	22	52525	0.936904	0.970033272194193
101	.	22	84195	0.949881	0.981768472094542
101	/	22	64175	0.960189	0.967354858387224
101	0	22	332834	0.968377	0.979734637561064
101	1	22	1222854	0.974881	0.98118172395887
101	2	22	1201311	0.980047	0.990939900782561
101	3	22	5813970	0.984151	0.989483606355381
101	4	22	1795547	0.987411	0.988001431631699
101	5	22	105571	0.99	0.993170461206201
101	6	22	457291	0.992057	0.991075689206653
101	7	22	356876	0.99369	0.995340114204934
101	8	22	1277461	0.994988	0.995541169942568
101	9	22	3127273	0.996019	0.996233469843215
101	:	22	6589866	0.996838	0.997346654631217
101	;	22	2794417	0.997488	0.997769475197152
101	<	22	13849916	0.998005	0.998529601599029
101	=	22	947464	0.998415	0.99863951520691
101	>	22	4630642	0.998741	0.998572785183566
101	?	22	10852386	0.999	0.999178424353131
101	@	22	11736933	0.999206	0.999042404814187
101	A	22	19811887	0.999369	0.999503111063877
101	B	22	16764894	0.999499	0.999478975964834
101	C	22	31427021	0.999602	0.999656828790232
101	D	22	18303697	0.999684	0.999678273374826
101	E	22	44507820	0.999749	0.999725750292083
101	F	22	47167759	0.9998	0.999816870699199
101	G	22	108328047	0.999842	0.999807396226907
101	H	22	124133442	0.999874	0.999873095268019
101	I	22	311413186	0.9999	0.999885162222567
101	J	22	764266977	0.999921	0.999905993981153
101	#	23	4979893	0.369043	0.85406453195922
101	&	23	28439	0.683772	0.776433793558142
101	'	23	77568	0.748811	0.795044377810439
101	(	23	149492	0.800474	0.855644458171674
101	)	23	1212850	0.841511	0.842018379407181
101	*	23	561370	0.874107	0.908867605426012
101	+	23	4638964	0.9	0.890671269376309
101	,	23	1422852	0.920567	0.922459962625065
101	-	23	58477	0.936904	0.970244692374781
101	.	23	96720	0.949881	0.983281616811415
101	/	23	72766	0.960189	0.968927770717093
101	0	23	384800	0.968377	0.98074324008316
101	1	23	1409759	0.974881	0.982537434286286
101	2	23	1438213	0.980047	0.990417248849788
101	3	23	5424489	0.984151	0.989492284493157
101	4	23	1850822	0.987411	0.988112836255998
101	5	23	118396	0.99	0.993471071522687
101	6	23	496297	0.992057	0.991194780502402
101	7	23	388558	0.99369	0.995449858829312
101	8	23	1441751	0.994988	0.995694117237998
101	9	23	3624402	0.996019	0.996441054067955
101	:	23	6407861	0.996838	0.99737947039519
101	;	23	2889737	0.997488	0.997783879187623
101	<	23	13880605	0.998005	0.998558711925669
101	=	23	1006586	0.998415	0.998717451482536
101	>	23	4780018	0.998741	0.998627412545518
101	?	23	11454881	0.999	0.999171448330715
101	@	23	12007581	0.999206	0.999074659649435
101	A	23	19863022	0.999369	0.999502762254553
101	B	23	17163491	0.999499	0.999490254210055
101	C	23	32057987	0.999602	0.999667255439961
101	D	23	19088635	0.999684	0.999698466309508
101	E	23	45445706	0.999749	0.999729140739325
101	F	23	48318178	0.9998	0.999823861015332
101	G	23	112903102	0.999842	0.999813430708753
101	H	23	119109829	0.999874	0.999874447412714
101	I	23	294166745	0.9999	0.999885544395239
101	J	23	775407791	0.999921	0.999907833745954
101	#	24	5348686	0.369043	0.865676538782048
101	&	24	31324	0.683772	0.780647457540545
101	'	24	87279	0.748811	0.796801068641942
101	(	24	169498	0.800474	0.861331699571675
101	)	24	1320358	0.841511	0.847623898082943
101	*	24	698825	0.874107	0.911927916044791
101	+	24	4507092	0.9	0.894134186486098
101	,	24	1276907	0.920567	0.924508992530389
101	-	24	64719	0.936904	0.971955657256757
101	.	24	108539	0.949881	0.984632224499947
101	/	24	79982	0.960189	0.970443322034958
101	0	24	443381	0.968377	0.981219309654676
101	1	24	1574076	0.974881	0.983848932277729
101	2	24	1778709	0.980047	0.99087539183419
101	3	24	4913389	0.984151	0.989807243395342
101	4	24	1862366	0.987411	0.988455008613237
101	5	24	131906	0.99	0.994132168718632
101	6	24	535267	0.992057	0.991208093362753
101	7	24	423727	0.99369	0.995570258926147
101	8	24	1607114	0.994988	0.995911288652829
101	9	24	4167294	0.996019	0.996560111505211
101	:	24	6082152	0.996838	0.997508450108776
101	;	24	2959090	0.997488	0.997798644762747
101	<	24	13668780	0.998005	0.998565122406316
101	=	24	1063646	0.998415	0.998767454875023
101	>	24	4867925	0.998741	0.998660816401033
101	?	24	12072143	0.999	0.999190942003668
101	@	24	12157712	0.999206	0.999084130342124
101	A	24	19549160	0.999369	0.999510319190033
101	B	24	17475525	0.999499	0.99948253942431
101	C	24	32485393	0.999602	0.999675596164067
101	D	24	19828226	0.999684	0.999685340497781
101	E	24	46070109	0.999749	0.999734972825851
101	F	24	49274663	0.9998	0.999823926168627
101	G	24	115817315	0.999842	0.999818975709116
101	H	24	121702436	0.999874	0.999877000071328
101	I	24	301396197	0.9999	0.999888031424272
101	J	24	758169335	0.999921	0.99991079832995
101	#	25	5960600	0.369043	0.835808821064323
101	&	25	38410	0.683772	0.774563951288726
101	'	25	105225	0.748811	0.785421731888811
101	(	25	220832	0.800474	0.857728955300864
101	)	25	1616938	0.841511	0.843591414731425
101	*	25	975767	0.874107	0.911831410028215
101	+	25	4904116	0.9	0.891846155821763
101	,	25	1259847	0.920567	0.924066962356542
101	-	25	71519	0.936904	0.96972829547393
101	.	25	126729	0.949881	0.984439215956884
101	/	25	90102	0.960189	0.969201546780316
101	0	25	521314	0.968377	0.980919347978377
101	1	25	1809904	0.974881	0.984356074032102
101	2	25	2124533	0.980047	0.990394132647504
101	3	25	4472435	0.984151	0.989233148026299
101	4	25	1941756	0.987411	0.988474853127788
101	5	25	146250	0.99	0.994345291199999
101	6	25	574863	0.992057	0.991380540067807
101	7	25	452129	0.99369	0.995580901623209
101	8	25	1765991	0.994988	0.995822744914897
101	9	25	4817939	0.996019	0.996798847618867
101	:	25	5782366	0.996838	0.997573490503195
101	;	25	3035171	0.997488	0.997856806470213
101	<	25	13350077	0.998005	0.998532068163727
101	=	25	1116219	0.998415	0.998674982243628
101	>	25	4969585	0.998741	0.998700292110709
101	?	25	12806258	0.999	0.999219983483934
101	@	25	12352328	0.999206	0.999114022095268
101	A	25	19111383	0.999369	0.999519250676887
101	B	25	17855559	0.999499	0.999503901226501
101	C	25	32805132	0.999602	0.999683704509038
101	D	25	20666178	0.999684	0.99970565657288
101	E	25	46914994	0.999749	0.999739546175153
101	F	25	49862223	0.9998	0.99983027156248
101	G	25	119427796	0.999842	0.999823692858303
101	H	25	122537776	0.999874	0.999881079451099
101	I	25	310314922	0.9999	0.999890369333734
101	J	25	738746538	0.999921	0.999912354890988
101	#	26	6284681	0.369043	0.852364667671596
101	&	26	43108	0.683772	0.758675913078778
101	'	26	113649	0.748811	0.781062780631593
101	(	26	253956	0.800474	0.857313870379119
101	)	26	1824246	0.841511	0.84617479229446
101	*	26	1249314	0.874107	0.912801734134093
101	+	26	4836436	0.9	0.893177329417572
101	,	26	1071616	0.920567	0.924846209747709
101	-	26	82369	0.936904	0.970753536136168
101	.	26	150650	0.949881	0.985449691802189
101	/	26	99030	0.960189	0.969170926587901
101	0	26	625545	0.968377	0.981593650506358
101	1	26	2186741	0.974881	0.985687349262669
101	2	26	2609108	0.980047	0.990555783134695
101	3	26	3988532	0.984151	0.988955085855147
101	4	26	1960350	0.987411	0.988709664041625
101	5	26	168638	0.99	0.994716495730499
101	6	26	623969	0.992057	0.991648610701814
101	7	26	493568	0.99369	0.996043113368371
101	8	26	1921408	0.994988	0.996082028304243
101	9	26	5514887	0.996019	0.99687771764408
101	:	26	5562833	0.996838	0.997720766467195
101	;	26	3103446	0.997488	0.997903608921502
101	<	26	13174223	0.998005	0.998555348009594
101	=	26	1185308	0.998415	0.998806219122794
101	>	26	5027520	0.998741	0.998732187573595
101	?	26	13743984	0.999	0.99926912504882
101	@	26	12490943	0.999206	0.999112142563054
101	A	26	18743499	0.999369	0.99951412632204
101	B	26	18176717	0.999499	0.999509424662827
101	C	26	33130408	0.999602	0.999677558613043
101	D	26	21553150	0.999684	0.999710847676835
101	E	26	47489506	0.999749	0.999746229487291
101	F	26	50394828	0.9998	0.99983237114257
101	G	26	122446932	0.999842	0.999828870421726
101	H	26	122965902	0.999874	0.999883112408177
101	I	26	318864158	0.9999	0.999894426539212
101	J	26	721396112	0.999921	0.999915337531851
101	#	27	6513546	0.369043	0.878471116384377
101	&	27	48042	0.683772	0.762478692706382
101	'	27	124860	0.748811	0.776509704877463
101	(	27	294669	0.800474	0.858217174874181
101	)	27	2089745	0.841511	0.846762660556192
101	*	27	1620908	0.874107	0.911075759073926
101	+	27	4797411	0.9	0.892224159776179
101	,	27	871875	0.920567	0.923404156473119
101	-	27	92067	0.936904	0.971412090260354
101	.	27	172664	0.949881	0.985746877374553
101	/	27	109911	0.960189	0.969147724913792
101	0	27	739673	0.968377	0.981516160960317
101	1	27	2576301	0.974881	0.985811806693784
101	2	27	2878574	0.980047	0.989957865213122
101	3	27	3465233	0.984151	0.988344232172555
101	4	27	2019159	0.987411	0.988551646986691
101	5	27	191922	0.99	0.995201177415824
101	6	27	684776	0.992057	0.991842573803698
101	7	27	539734	0.99369	0.995972097642542
101	8	27	2059415	0.994988	0.995964856776318
101	9	27	6320209	0.996019	0.996920846287204
101	:	27	5459180	0.996838	0.997924233691872
101	;	27	3224153	0.997488	0.997930930792367
101	<	27	12920885	0.998005	0.998526032751471
101	=	27	1259593	0.998415	0.998824220843558
101	>	27	5161133	0.998741	0.998724100444999
101	?	27	14928849	0.999	0.999301346243438
101	@	27	12779483	0.999206	0.999145971695647
101	A	27	18245916	0.999369	0.999511940436151
101	B	27	18668613	0.999499	0.999510084331548
101	C	27	33620983	0.999602	0.999682572820135
101	D	27	22654667	0.999684	0.999716558135946
101	E	27	48315833	0.999749	0.999748570815949
101	F	27	51006944	0.9998	0.999832900752987
101	G	27	126571242	0.999842	0.999832463368212
101	H	27	122802646	0.999874	0.999884326084333
101	I	27	328428424	0.9999	0.999895698805358
101	J	27	701145530	0.999921	0.999917036266571
101	#	28	6982577	0.369043	0.869864231758705
101	&	28	51552	0.683772	0.754325750193979
101	'	28	131737	0.748811	0.776084198364924
101	(	28	326151	0.800474	0.858574715055297
101	)	28	2283642	0.841511	0.849996178960625
101	*	28	1995028	0.874107	0.912248362942274
101	+	28	4409719	0.9	0.895259743654641
101	,	28	611187	0.920567	0.924919884127117
101	-	28	101918	0.936904	0.972085371396613
101	.	28	192433	0.949881	0.986587537875519
101	/	28	119363	0.960189	0.971012769727637
101	0	28	852327	0.968377	0.982028035347936
101	1	28	2839805	0.974881	0.986701908883534
101	2	28	3017826	0.980047	0.990178021363724
101	3	28	2895009	0.984151	0.988302619744877
101	4	28	1963135	0.987411	0.988546366227487
101	5	28	215718	0.99	0.994942470554149
101	6	28	729460	0.992057	0.992255900093219
101	7	28	574773	0.99369	0.996339432261085
101	8	28	2131207	0.994988	0.996221387374384
101	9	28	6842279	0.996019	0.997012127380072
101	:	28	5416556	0.996838	0.998154907632821
101	;	28	3250985	0.997488	0.997993524183286
101	<	28	12236145	0.998005	0.998502623394378
101	=	28	1312400	0.998415	0.998847902071014
101	>	28	5077392	0.998741	0.998731439253065
101	?	28	16148619	0.999	0.999325824403994
101	@	28	12734553	0.999206	0.999140060511508
101	A	28	17267872	0.999369	0.999510983700365
101	B	28	18851787	0.999499	0.999503386194051
101	C	28	33599185	0.999602	0.999688004079145
101	D	28	23644172	0.999684	0.999714983793767
101	E	28	48091753	0.999749	0.999754206091885
101	F	28	51441406	0.9998	0.999834527498958
101	G	28	128139477	0.999842	0.999832241456034
101	H	28	123184341	0.999874	0.999886694737718
101	I	28	332227700	0.9999	0.99989909839254
101	J	28	693352025	0.999921	0.999918246047926
101	#	29	7344049	0.369043	0.874106358780695
101	&	29	54946	0.683772	0.749135541513486
101	'	29	140588	0.748811	0.778138971391583
101	(	29	360924	0.800474	0.861691107704114
101	)	29	2502975	0.841511	0.849778370457954
101	*	29	2483732	0.874107	0.909724558185423
101	+	29	4047185	0.9	0.894222757542836
101	,	29	396432	0.920567	0.925578651695625
101	-	29	113194	0.936904	0.972798900356908
101	.	29	213734	0.949881	0.987507854917794
101	/	29	131687	0.960189	0.972100485978114
101	0	29	1000924	0.968377	0.982065555595629
101	1	29	3345899	0.974881	0.987166670795503
101	2	29	3012709	0.980047	0.989454685055874
101	3	29	2500731	0.984151	0.98750445885383
101	4	29	1978692	0.987411	0.988239190454604
101	5	29	239015	0.99	0.995305730891365
101	6	29	741672	0.992057	0.992581611907959
101	7	29	615291	0.99369	0.99650410102862
101	8	29	2249610	0.994988	0.995947736822383
101	9	29	7424564	0.996019	0.996934623746256
101	:	29	5606568	0.996838	0.998363529630782
101	;	29	3329890	0.997488	0.997935069928436
101	<	29	11607401	0.998005	0.998440557497325
101	=	29	1370512	0.998415	0.998864661736637
101	>	29	5086685	0.998741	0.99870682457691
101	?	29	17565321	0.999	0.999323716753311
101	@	29	12821015	0.999206	0.999131725819135
101	A	29	16183608	0.999369	0.999503132733567
101	B	29	19210215	0.999499	0.999521719093202
101	C	29	33515831	0.999602	0.999690649899954
101	D	29	24833965	0.999684	0.999723740004625
101	E	29	47811354	0.999749	0.999751114082379
101	F	29	51502079	0.9998	0.999833269752762
101	G	29	129982940	0.999842	0.999833858456433
101	H	29	122471035	0.999874	0.999886745576975
101	I	29	334796073	0.9999	0.999899114066741
101	J	29	686440990	0.999921	0.999919585590483
101	#	30	7482032	0.369043	0.891990711057905
101	&	30	61708	0.683772	0.74782849867116
101	'	30	160611	0.748811	0.77071309367976
101	(	30	419768	0.800474	0.848985638924358
101	)	30	3052557	0.841511	0.823459150270084
101	*	30	3455152	0.874107	0.878470472423499
101	+	30	4112656	0.9	0.864287461428575
101	,	30	263391	0.920567	0.908698486360582
101	-	30	130120	0.936904	0.970604036289579
101	.	30	240480	0.949881	0.9842024022663
101	/	30	150450	0.960189	0.968467903316716
101	0	30	1261752	0.968377	0.976130803199836
101	1	30	3964705	0.974881	0.979452942384365
101	2	30	2955268	0.980047	0.982074034588065
101	3	30	2396247	0.984151	0.980655584625458
101	4	30	2169712	0.987411	0.983157213773994
101	5	30	273065	0.99	0.995122049321589
101	6	30	816447	0.992057	0.99076730754109
101	7	30	673142	0.99369	0.995636880785928
101	8	30	2383945	0.994988	0.993041343759188
101	9	30	8133894	0.996019	0.994625217204331
101	:	30	6417202	0.996838	0.997528517343072
101	;	30	3487845	0.997488	0.997104508577646
101	<	30	11333402	0.998005	0.997714625989881
101	=	30	1450526	0.998415	0.998709430882313
101	>	30	5085340	0.998741	0.998640012571627
101	?	30	19906421	0.999	0.999039713887243
101	@	30	13093340	0.999206	0.999041583251714
101	A	30	15477627	0.999369	0.999405839064927
101	B	30	19738660	0.999499	0.999466988020972
101	C	30	34210827	0.999602	0.999672069192365
101	D	30	26275842	0.999684	0.999712849034066
101	E	30	47485691	0.999749	0.999745614578948
101	F	30	52739557	0.9998	0.999829174812029
101	G	30	131309088	0.999842	0.999834487004791
101	H	30	125343880	0.999874	0.999887567646094
101	I	30	328655446	0.9999	0.999901319435524
101	J	30	678117449	0.999921	0.999921420036257
101	#	31	7771703	0.369043	0.890294697474156
101	&	31	66817	0.683772	0.741458037475493
101	'	31	177371	0.748811	0.771259121141562
101	(	31	479746	0.800474	0.847957029498943
101	)	31	3368449	0.841511	0.824421554486945
101	*	31	4204480	0.874107	0.876477247255785
101	+	31	3520785	0.9	0.865044882666791
101	,	31	152359	0.920567	0.928346853464516
101	-	31	142925	0.936904	0.968395970446039
101	.	31	262214	0.949881	0.981987986945777
101	/	31	168499	0.960189	0.967406332642923
101	0	31	1446686	0.968377	0.974166456759794
101	1	31	4417735	0.974881	0.976953339926229
101	2	31	2648062	0.980047	0.979077170845698
101	3	31	2186697	0.984151	0.982702223125105
101	4	31	2079295	0.987411	0.98432737471691
101	5	31	297530	0.99	0.994992100097469
101	6	31	875669	0.992057	0.991283231242629
101	7	31	705598	0.99369	0.995872992573677
101	8	31	2415310	0.994988	0.994100529709643
101	9	31	8294468	0.996019	0.995302415284741
101	:	31	7005299	0.996838	0.997652216605174
101	;	31	3522899	0.997488	0.997380859600006
101	<	31	10439026	0.998005	0.99774040238323
101	=	31	1507641	0.998415	0.998816024865336
101	>	31	5083459	0.998741	0.998681603215449
101	?	31	21390740	0.999	0.99912686255749
101	@	31	13184258	0.999206	0.999070256528961
101	A	31	14016782	0.999369	0.999377316923171
101	B	31	20236009	0.999499	0.9994780026312
101	C	31	33854370	0.999602	0.999664774898661
101	D	31	27953598	0.999684	0.999715701973607
101	E	31	47193489	0.999749	0.999748326893526
101	F	31	52958842	0.9998	0.999829799222782
101	G	31	135046413	0.999842	0.999835225962966
101	H	31	121960915	0.999874	0.999886107041679
101	I	31	330709491	0.9999	0.999898707746346
101	J	31	672619924	0.999921	0.999919867286909
101	#	32	7933917	0.369043	0.911886019608095
101	&	32	66602	0.683772	0.749061615206751
101	'	32	172878	0.748811	0.784021105681464
101	(	32	482334	0.800474	0.86034573877023
101	)	32	3152844	0.841511	0.844179716848026
101	*	32	4283973	0.874107	0.896314943244974
101	+	32	2375493	0.9	0.886505241221506
101	,	32	101270	0.920567	0.960076996771009
101	-	32	152534	0.936904	0.973330517150273
101	.	32	274916	0.949881	0.986999667047388
101	/	32	181089	0.960189	0.973112656848289
101	0	32	1607849	0.968377	0.980789243129174
101	1	32	4778968	0.974881	0.984663837712241
101	2	32	2115485	0.980047	0.986318495424926
101	3	32	1964536	0.984151	0.986213541745735
101	4	32	1886706	0.987411	0.987485069259863
101	5	32	322354	0.99	0.995781040163919
101	6	32	913445	0.992057	0.992736286406955
101	7	32	722297	0.99369	0.996613589221607
101	8	32	2360999	0.994988	0.995878433954864
101	9	32	7950565	0.996019	0.996569804419058
101	:	32	7479072	0.996838	0.998488585712773
101	;	32	3435978	0.997488	0.997847187276228
101	<	32	9216025	0.998005	0.998112088622696
101	=	32	1532647	0.998415	0.998886873311989
101	>	32	4850596	0.998741	0.998697468517684
101	?	32	22189888	0.999	0.99934782377874
101	@	32	12849353	0.999206	0.999120357544773
101	A	32	12191536	0.999369	0.999406391789599
101	B	32	20202971	0.999499	0.999493634323435
101	C	32	32421963	0.999602	0.999675501901721
101	D	32	29239151	0.999684	0.999720061168158
101	E	32	44904029	0.999749	0.999741803558318
101	F	32	51985321	0.9998	0.999835149084835
101	G	32	133019111	0.999842	0.999837423800171
101	H	32	118594092	0.999874	0.999887771648154
101	I	32	324936535	0.9999	0.999900177810322
101	J	32	691214084	0.999921	0.999920521959417
101	#	33	7879152	0.369043	0.944658015146934
101	&	33	68996	0.683772	0.744550419024291
101	'	33	175127	0.748811	0.786469255865743
101	(	33	508190	0.800474	0.866660103866664
101	)	33	3032118	0.841511	0.852704940084125
101	*	33	4462599	0.874107	0.90832831290376
101	+	33	1560841	0.9	0.899540071168043
101	,	33	90374	0.920567	0.973288765518842
101	-	33	163345	0.936904	0.976148605760811
101	.	33	286601	0.949881	0.989637158457225
101	/	33	197001	0.960189	0.976984834858704
101	0	33	1785130	0.968377	0.984553504950341
101	1	33	4927330	0.974881	0.988740359925762
101	2	33	1504096	0.980047	0.990116314573004
101	3	33	1896852	0.984151	0.987421258915297
101	4	33	1811583	0.987411	0.988115897517807
101	5	33	348329	0.99	0.996023877632928
101	6	33	966455	0.992057	0.993387181630805
101	7	33	747446	0.99369	0.997005795360469
101	8	33	2363786	0.994988	0.996458645899841
101	9	33	7846024	0.996019	0.997065403069504
101	:	33	7969949	0.996838	0.998836235832752
101	;	33	3466721	0.997488	0.998054058894558
101	<	33	8277435	0.998005	0.998125392718759
101	=	33	1580418	0.998415	0.998957858115384
101	>	33	4779045	0.998741	0.998711669120922
